,pdbid,-logKd/Ki,include,set
938,5odu,3.28,True,general
939,5yf1,3.28,True,general
940,5z4o,3.28,True,general
941,1ax1,3.29,True,general
942,4f20,3.29,True,general
943,5duw,3.29,True,refined
944,1d7j,3.3,True,refined
945,1k9r,3.3,True,general
946,1lt6,3.3,True,general
947,1o4e,3.3,True,general
948,1phw,3.3,True,refined
949,1tpw,3.3,True,refined
950,1zd2,3.3,True,general
951,1zd3,3.3,True,general
952,2aq7,3.3,True,general
953,2aqb,3.3,True,general
954,2hd1,3.3,True,general
955,2uxx,3.3,True,general
956,2vw2,3.3,True,refined
957,2w0s,3.3,True,general
958,2xml,3.3,True,general
959,3aaq,3.3,True,refined
960,3avg,3.3,True,general
961,3avh,3.3,True,general
962,3avi,3.3,True,general
963,3avj,3.3,True,general
964,3avk,3.3,True,general
965,3avm,3.3,True,general
966,3avn,3.3,True,general
967,3ch9,3.3,True,general
968,3gv6,3.3,True,general
969,3h2c,3.3,True,general
970,3hcm,3.3,True,refined
971,3i90,3.3,True,general
972,3i91,3.3,True,general
973,3l7g,3.3,True,general
974,3n1v,3.3,True,general
975,3n1w,3.3,True,general
976,3n3l,3.3,True,general
977,3n45,3.3,True,general
978,4b6f,3.3,True,general
979,4ddh,3.3,True,core
980,4gj8,3.3,True,general
981,4gj9,3.3,True,general
982,4j58,3.3,True,general
983,4jss,3.3,True,refined
984,4mrw,3.3,True,refined
985,4msa,3.3,True,refined
986,4np3,3.3,True,refined
987,4ojq,3.3,True,general
988,4oue,3.3,True,general
989,4tz8,3.3,True,general
990,4u6e,3.3,True,general
991,4ucr,3.3,True,general
992,4x13,3.3,True,general
993,5ejw,3.3,True,general
994,5g45,3.3,True,refined
995,5ggp,3.3,True,general
996,5l96,3.3,True,general
997,5mgg,3.3,True,general
998,5mgl,3.3,True,general
999,5mgm,3.3,True,general
1000,5mt0,3.3,True,general
1001,5mt4,3.3,True,general
1002,5oul,3.3,True,general
1003,5v19,3.3,True,general
1004,5vdo,3.3,True,general
1005,5vdr,3.3,True,general
1006,5vds,3.3,True,general
1007,6bsx,3.3,True,general
1008,1i2s,3.31,True,refined
1009,1pzp,3.31,True,refined
1010,3msc,3.31,True,general
1011,4kc2,3.31,True,general
1012,5c7a,3.31,True,general
1013,5fe7,3.31,True,refined
1014,5l98,3.31,True,general
1015,5os1,3.31,True,general
1016,1pzo,3.32,True,general
1017,2wk6,3.32,True,refined
1018,4a4e,3.32,True,general
1019,4cjp,3.32,True,refined
1020,4i7j,3.32,True,refined
1021,5l99,3.32,True,general
1022,5tg4,3.32,True,general
1023,6dlx,3.32,True,general
1024,188l,3.33,True,refined
1025,1jlr,3.33,True,refined
1026,2a3b,3.33,True,general
1027,2pnc,3.33,True,general
1028,4ab9,3.33,True,refined
1029,4b0b,3.33,True,refined
1030,4b5t,3.33,True,refined
1031,4b5w,3.33,True,refined
1032,4k2y,3.33,True,general
1033,4pd9,3.33,True,general
1034,6mv3,3.33,True,general
1035,2xoi,3.34,True,general
1036,3f33,3.34,True,refined
1037,3ry8,3.34,True,general
1038,4b32,3.34,True,refined
1039,4bt4,3.34,True,refined
1040,4cp5,3.34,True,refined
1041,4gwk,3.34,True,general
1042,4yuy,3.34,True,general
1043,5ehi,3.34,True,general
1044,2qcm,3.35,True,general
1045,3c2o,3.35,True,refined
1046,3pwk,3.35,True,refined
1047,3zxe,3.35,True,general
1048,4gnf,3.35,True,general
1049,4joh,3.35,True,general
1050,4lkq,3.35,True,refined
1051,4u7o,3.35,True,general
1052,4ucu,3.35,True,general
1053,4wet,3.35,True,general
1054,5wxp,3.35,True,general
1055,1ahy,3.36,True,general
1056,2ha7,3.36,True,general
1057,2pvv,3.36,True,general
1058,2vc7,3.36,True,general
1059,3av9,3.36,True,general
1060,3zzh,3.36,True,general
1061,4cj4,3.36,True,refined
1062,4wyp,3.36,True,general
1063,5orz,3.36,True,general
1064,6gxw,3.36,True,general
1065,187l,3.37,True,refined
1066,1tnh,3.37,True,refined
1067,1v2u,3.37,True,refined
1068,1v2v,3.37,True,general
1069,2c6g,3.37,True,general
1070,2n8t,3.37,True,general
1071,3d8z,3.37,True,refined
1072,3n35,3.37,True,refined
1073,4b33,3.37,True,refined
1074,4mrd,3.37,True,general
1075,1z34,3.38,True,general
1076,2fzg,3.38,True,refined
1077,3a73,3.38,True,general
1078,3tay,3.38,True,refined
1079,3w07,3.38,True,refined
1080,4qll,3.38,True,refined
1081,5l8o,3.38,True,general
1082,1toj,3.39,True,general
1083,2j9h,3.39,True,general
1084,3mrx,3.39,True,general
1085,4ipn,3.39,True,refined
1086,4lhm,3.39,True,refined
1087,4ms0,3.39,True,general
1088,5jzb,3.39,True,general
1089,5lsh,3.39,True,refined
1090,5mxk,3.39,True,general
1091,5os5,3.39,True,refined
1092,1bxr,3.4,True,refined
1093,1f8d,3.4,True,refined
1094,1hxk,3.4,True,general
1095,1ikt,3.4,True,refined
1096,1il9,3.4,True,general
1097,1jt1,3.4,True,general
1098,1l83,3.4,True,refined
1099,1m83,3.4,True,refined
1100,1uz4,3.4,True,refined
1101,1way,3.4,True,general
1102,220l,3.4,True,general
1103,223l,3.4,True,general
1104,2jbu,3.4,True,general
1105,2jqk,3.4,True,general
1106,2q8i,3.4,True,general
1107,2qcd,3.4,True,general
1108,2rnx,3.4,True,general
1109,3d8y,3.4,True,general
1110,3jzh,3.4,True,refined
1111,3k26,3.4,True,general
1112,4abe,3.4,True,refined
1113,5afl,3.4,True,general
1114,5o4t,3.4,True,general
1115,5qaw,3.4,True,general
1116,5qaz,3.4,True,general
1117,5uah,3.4,True,general
1118,6fg6,3.4,True,general
1119,2v2c,3.41,True,refined
1120,3nba,3.41,True,general
1121,4yas,3.41,True,general
1122,6ce8,3.41,True,general
1123,1hyz,3.42,True,general
1124,2qtn,3.42,True,refined
1125,2sim,3.42,True,refined
1126,2w08,3.42,True,refined
1127,3iob,3.42,True,refined
1128,3kqp,3.42,True,general
1129,3muk,3.42,True,general
1130,3px9,3.42,True,general
1131,4c71,3.42,True,general
1132,4d8a,3.42,True,general
1133,4llj,3.42,True,refined
1134,4mi9,3.42,True,general
1135,4n8q,3.42,True,refined
1136,5i38,3.42,True,general
1137,5yij,3.42,True,general
1138,1kti,3.43,True,general
1139,1ywi,3.43,True,general
1140,2c57,3.43,True,general
1141,2wig,3.43,True,general
1142,2xog,3.43,True,refined
1143,3axz,3.43,True,refined
1144,3ms7,3.43,True,general
1145,4k67,3.43,True,general
1146,4kw6,3.43,True,general
1147,5aqv,3.43,True,general
1148,5ehg,3.43,True,general
1149,5osl,3.43,True,refined
1150,2xp5,3.44,True,general
1151,3as2,3.44,True,general
1152,4b4n,3.44,True,general
1153,4umc,3.44,True,refined
1154,5wi0,3.44,True,general
1155,6exs,3.44,True,refined
1156,3nik,3.45,True,refined
1157,4c6z,3.45,True,general
1158,5ory,3.45,True,general
1159,1moq,3.46,True,refined
1160,1t48,3.46,True,general
1161,1wcc,3.46,True,general
1162,2wi2,3.46,True,general
1163,2wi3,3.46,True,general
1164,3blu,3.46,True,general
1165,3dla,3.46,True,general
1166,3muz,3.46,True,refined
1167,3nil,3.46,True,general
1168,3nuy,3.46,True,general
1169,4bhf,3.46,True,general
1170,4gby,3.46,True,general
1171,4k5p,3.46,True,refined
1172,4nrq,3.46,True,general
1173,4qp6,3.46,True,general
1174,4tz2,3.46,True,refined
1175,5qal,3.46,True,refined
1176,3mtd,3.47,True,general
1177,3nf7,3.47,True,general
1178,3ta0,3.47,True,refined
1179,4d2d,3.47,True,general
1180,4epy,3.47,True,refined
1181,4h42,3.47,True,refined
1182,5ai4,3.47,True,general
1183,5ma7,3.47,True,refined
1184,1osv,3.48,True,general
1185,1tsi,3.48,True,general
1186,2c90,3.48,True,general
1187,2f10,3.48,True,general
1188,2p3i,3.48,True,refined
1189,3d9m,3.48,True,general
1190,3g1d,3.48,True,refined
1191,3gx0,3.48,True,refined
1192,3nyd,3.48,True,refined
1193,4k7n,3.48,True,refined
1194,5eh7,3.48,True,refined
1195,5fni,3.48,True,general
1196,5qaj,3.48,True,general
1197,5xg5,3.48,True,refined
1198,5z9e,3.48,True,general
1199,1c5o,3.49,True,refined
1200,1gzc,3.49,True,general
1201,1pzj,3.49,True,general
1202,1utn,3.49,True,refined
1203,2ggx,3.49,True,general
1204,2qcf,3.49,True,general
1205,3d1v,3.49,True,general
1206,4avs,3.49,True,refined
1207,4b5s,3.49,True,refined
1208,4nyj,3.49,True,general
1209,5ak6,3.49,True,general
1210,5eok,3.49,True,general
1211,5fnd,3.49,True,refined
1212,5i25,3.49,True,general
1213,5ybi,3.49,True,general
1214,6b0v,3.49,True,general
1215,6d9x,3.49,True,refined
1216,3fcl,3.5,True,general
1217,4i7p,3.5,True,refined
1218,4n3w,3.5,True,general
1219,4wey,3.5,True,general
1220,6gbe,3.5,True,general
1221,1gz9,3.51,True,general
1222,2ohm,3.51,True,general
1223,2r0h,3.51,True,refined
1224,3nus,3.51,True,general
1225,4lpf,3.51,True,general
1226,5aqt,3.51,True,general
1227,5cp9,3.51,True,refined
1228,5dtt,3.51,True,general
1229,5h1u,3.51,True,refined
1230,5m4q,3.51,True,general
1231,5mby,3.51,True,refined
1232,5orx,3.51,True,general
1233,5qaf,3.51,True,general
1234,1imx,3.52,True,general
1235,1jys,3.52,True,refined
1236,1o4d,3.52,True,general
1237,1o4f,3.52,True,general
1238,1ysg,3.52,True,general
1239,2fyv,3.52,True,general
1240,2j27,3.52,True,refined
1241,2vw1,3.52,True,refined
1242,3c14,3.52,True,general
1243,3lcu,3.52,True,general
1244,3mfw,3.52,True,refined
1245,3qw6,3.52,True,general
1246,3tf7,3.52,True,general
1247,3zlv,3.52,True,general
1248,3zly,3.52,True,general
1249,4c70,3.52,True,general
1250,4eky,3.52,True,core
1251,4g93,3.52,True,general
1252,4hv7,3.52,True,general
1253,4mrz,3.52,True,refined
1254,4oyo,3.52,True,general
1255,4y5i,3.52,True,general
1256,5mod,3.52,True,refined
1257,5qa5,3.52,True,general
1258,5vfn,3.52,True,general
1259,6eji,3.52,True,general
1260,2b4m,3.53,True,general
1261,2y67,3.53,True,general
1262,3avf,3.53,True,general
1263,3h06,3.53,True,general
1264,3nf6,3.53,True,general
1265,4eh3,3.53,True,general
1266,4nmr,3.53,True,general
1267,4orx,3.53,True,general
1268,4ory,3.53,True,general
1269,185l,3.54,True,refined
1270,1vjd,3.54,True,general
1271,2jbv,3.54,True,general
1272,2o9v,3.54,True,general
1273,3blt,3.54,True,general
1274,3bm8,3.54,True,general
1275,3nf9,3.54,True,general
1276,3obq,3.54,True,general
1277,4gng,3.54,True,general
1278,5ggk,3.54,True,general
1279,5qaq,3.54,True,general
1280,5v2l,3.54,True,general
1281,6f5u,3.54,True,general
1282,1v2r,3.55,True,refined
1283,2ay3,3.55,True,general
1284,2cle,3.55,True,refined
1285,2clf,3.55,True,general
1286,2clm,3.55,True,general
1287,2hwg,3.55,True,general
1288,2n7b,3.55,True,general
1289,2qwc,3.55,True,refined
1290,2xah,3.55,True,general
1291,3pjg,3.55,True,general
1292,3qvu,3.55,True,general
1293,4aji,3.55,True,refined
1294,4k3m,3.55,True,general
1295,4mjr,3.55,True,general
1296,4n98,3.55,True,general
1297,4nym,3.55,True,general
1298,5av0,3.55,True,general
1299,5btx,3.55,True,refined
1300,5dts,3.55,True,general
1301,5dva,3.55,True,general
1302,5fpk,3.55,True,refined
1303,5l8t,3.55,True,general
1304,5vkm,3.55,True,general
1305,6fn9,3.55,True,general
1306,2hrm,3.56,True,general
1307,2lsp,3.56,True,general
1308,2ycm,3.56,True,general
1309,4joe,3.56,True,general
1310,6ccl,3.56,True,general
1311,1h46,3.57,True,refined
1312,1jwm,3.57,True,general
1313,1np0,3.57,True,refined
1314,2l1r,3.57,True,general
1315,2rly,3.57,True,general
1316,3ej5,3.57,True,general
1317,3ff3,3.57,True,refined
1318,4abg,3.57,True,core
1319,4ck3,3.57,True,refined
1320,4ibb,3.57,True,refined
1321,4q8x,3.57,True,refined
1322,4xm7,3.57,True,general
1323,5a7b,3.57,True,core
1324,5csh,3.57,True,general
1325,5enf,3.57,True,general
1326,5jz9,3.57,True,general
1327,1vjc,3.58,True,general
1328,3dx1,3.58,True,core
1329,4g19,3.58,True,general
1330,4y63,3.58,True,general
1331,5q1g,3.58,True,general
1332,5ual,3.58,True,general
1333,6gjm,3.58,True,refined
1334,1gww,3.59,True,general
1335,1nli,3.59,True,refined
1336,2gsu,3.59,True,refined
1337,2nn8,3.59,True,general
1338,2pgj,3.59,True,general
1339,2pgl,3.59,True,general
1340,3sl1,3.59,True,general
1341,3x1k,3.59,True,general
1342,4cd6,3.59,True,general
1343,4cjq,3.59,True,refined
1344,4k3r,3.59,True,general
1345,4q7v,3.59,True,refined
1346,5mxf,3.59,True,refined
1347,6egs,3.59,True,general
1348,1bo5,3.6,True,general
1349,1d1p,3.6,True,general
1350,1d7i,3.6,True,refined
1351,1qw7,3.6,True,general
1352,1uys,3.6,True,general
1353,1w31,3.6,True,general
1354,1zd4,3.6,True,general
1355,2bgr,3.6,True,general
1356,2fzk,3.6,True,refined
1357,2oq6,3.6,True,general
1358,2q6h,3.6,True,general
1359,2qch,3.6,True,general
1360,2qpu,3.6,True,refined
1361,2wp1,3.6,True,general
1362,2xdk,3.6,True,refined
1363,2y68,3.6,True,general
1364,3afk,3.6,True,general
1365,3b3x,3.6,True,refined
1366,3bb1,3.6,True,general
1367,3g0i,3.6,True,refined
1368,3jdw,3.6,True,refined
1369,3kn0,3.6,True,general
1370,3m3o,3.6,True,general
1371,3pke,3.6,True,general
1372,3t2p,3.6,True,general
1373,4b3b,3.6,True,refined
1374,4c1y,3.6,True,refined
1375,4meo,3.6,True,general
1376,4meq,3.6,True,general
1377,5dqf,3.6,True,refined
1378,5lvr,3.6,True,refined
1379,5qac,3.6,True,general
1380,5ujv,3.6,True,general
1381,5y97,3.6,True,general
1382,6gx3,3.6,True,general
1383,8gpb,3.6,True,general
1384,1g9s,3.61,True,general
1385,2kff,3.61,True,general
1386,2l98,3.61,True,general
1387,2vfz,3.61,True,general
1388,3ftu,3.61,True,general
1389,3jzj,3.61,True,refined
1390,3sk2,3.61,True,refined
1391,4a4c,3.61,True,general
1392,4ln2,3.61,True,general
1393,4qp1,3.61,True,general
1394,5c91,3.61,True,general
1395,5lud,3.61,True,refined
1396,5oqu,3.61,True,refined
1397,5thi,3.61,True,general
1398,6beb,3.61,True,general
1399,1pb9,3.62,True,refined
1400,3pcc,3.62,True,general
1401,3st6,3.62,True,general
1402,3udj,3.62,True,general
1403,4bkt,3.62,True,core
1404,4fxj,3.62,True,general
1405,4nrc,3.62,True,general
1406,4rrf,3.62,True,refined
1407,4wy3,3.62,True,general
1408,4yym,3.62,True,general
1409,5qae,3.62,True,general
1410,5qao,3.62,True,general
1411,3fuj,3.63,True,general
1412,3jpx,3.63,True,general
1413,3rxm,3.63,True,general
1414,4mm7,3.63,True,general
1415,5dqe,3.63,True,refined
1416,5ork,3.63,True,refined
1417,1gyy,3.64,True,refined
1418,1j5i,3.64,True,general
1419,2azr,3.64,True,refined
1420,2pem,3.64,True,general
1421,2qwg,3.64,True,general
1422,2rk8,3.64,True,refined
1423,3px8,3.64,True,general
1424,4bdi,3.64,True,general
1425,4gui,3.64,True,general
1426,4iuo,3.64,True,refined
1427,5hog,3.64,True,general
1428,5qa9,3.64,True,general
1429,6ccs,3.64,True,general
1430,6g28,3.64,True,general
1431,1b9v,3.65,True,general
1432,3vws,3.65,True,general
1433,4agl,3.65,True,refined
1434,4y4v,3.65,True,general
1435,5aqk,3.65,True,general
1436,5o1s,3.65,True,general
1437,5qab,3.65,True,general
1438,6gg5,3.65,True,general
1439,1l6y,3.66,True,general
1440,2qv7,3.66,True,general
1441,2rny,3.66,True,general
1442,2v00,3.66,True,core
1443,3buh,3.66,True,refined
1444,3ex6,3.66,True,general
1445,3iny,3.66,True,general
1446,3oy8,3.66,True,refined
1447,3pcn,3.66,True,refined
1448,3t2q,3.66,True,refined
1449,3tsd,3.66,True,general
1450,4aia,3.66,True,refined
1451,4fl2,3.66,True,refined
1452,5b6c,3.66,True,general
1453,5ggn,3.66,True,general
1454,5kh7,3.66,True,general
1455,5m17,3.66,True,refined
1456,5nzn,3.66,True,refined
1457,5qak,3.66,True,general
1458,2bve,3.67,True,general
1459,3fts,3.67,True,general
1460,3h2m,3.67,True,general
1461,3h2n,3.67,True,general
1462,4cig,3.67,True,core
1463,4ibd,3.67,True,refined
1464,4lnp,3.67,True,general
1465,4mww,3.67,True,general
1466,4n99,3.67,True,general
1467,5er5,3.67,True,general
1468,5fog,3.67,True,refined
1469,5fol,3.67,True,refined
1470,5vdq,3.67,True,general
1471,6fzu,3.67,True,general
1472,1c3x,3.68,True,refined
1473,1qsc,3.68,True,general
1474,2x6x,3.68,True,refined
1475,2za3,3.68,True,general
1476,3ioc,3.68,True,refined
1477,3isj,3.68,True,refined
1478,3uwl,3.68,True,general
1479,4aje,3.68,True,refined
1480,4io7,3.68,True,refined
1481,4isu,3.68,True,refined
1482,4mx1,3.68,True,general
1483,4oru,3.68,True,general
1484,5f3t,3.68,True,general
1485,5wxo,3.68,True,general
1486,6cfc,3.68,True,refined
1487,1l2z,3.69,True,general
1488,2a8g,3.69,True,refined
1489,3clp,3.69,True,general
1490,3d7b,3.69,True,general
1491,4gwi,3.69,True,general
1492,4ovg,3.69,True,refined
1493,4tte,3.69,True,refined
1494,5ai0,3.69,True,general
1495,5dkn,3.69,True,refined
1496,5os7,3.69,True,refined
1497,6fdu,3.69,True,general
1498,6gg4,3.69,True,refined
1499,6gmd,3.69,True,general
1500,1bcj,3.7,True,general
1501,1e37,3.7,True,general
1502,1fwu,3.7,True,general
1503,1gz3,3.7,True,general
1504,1gz4,3.7,True,general
1505,1h0r,3.7,True,general
1506,1i43,3.7,True,general
1507,1loq,3.7,True,refined
1508,1pdz,3.7,True,refined
1509,1uy6,3.7,True,general
1510,1uy7,3.7,True,general
1511,1uyd,3.7,True,general
1512,1uye,3.7,True,general
1513,1w70,3.7,True,general
1514,1wht,3.7,True,refined
1515,2bjm,3.7,True,general
1516,2bmz,3.7,True,general
1517,2bvr,3.7,True,refined
1518,2fx6,3.7,True,refined
1519,3ex2,3.7,True,general
1520,3ful,3.7,True,general
1521,3kd7,3.7,True,general
1522,3l59,3.7,True,refined
1523,3mrt,3.7,True,general
1524,3n7a,3.7,True,core
1525,3zlw,3.7,True,general
1526,4ayt,3.7,True,general
1527,4ayx,3.7,True,general
1528,4b2d,3.7,True,general
1529,4kza,3.7,True,general
1530,4l7h,3.7,True,general
1531,4l7j,3.7,True,general
1532,4o4k,3.7,True,general
1533,4pji,3.7,True,general
1534,5c6o,3.7,True,general
1535,5c6p,3.7,True,general
1536,5c87,3.7,True,general
1537,5dy7,3.7,True,general
1538,5dya,3.7,True,general
1539,5em3,3.7,True,general
1540,5eva,3.7,True,general
1541,5ewd,3.7,True,general
1542,5g43,3.7,True,general
1543,5hn0,3.7,True,general
1544,5j41,3.7,True,refined
1545,5jer,3.7,True,general
1546,5qag,3.7,True,general
1547,5vdu,3.7,True,general
1548,5vdv,3.7,True,general
1549,5vdw,3.7,True,general
1550,6chm,3.7,True,general
1551,6gjj,3.7,True,refined
1552,2vfk,3.71,True,refined
1553,3fj7,3.71,True,refined
1554,3g32,3.71,True,refined
1555,3wkc,3.71,True,general
1556,4k5m,3.71,True,general
1557,4mjq,3.71,True,general
1558,1ai5,3.72,True,refined
1559,1fwv,3.72,True,general
1560,1grp,3.72,True,refined
1561,1ugy,3.72,True,general
1562,2am4,3.72,True,refined
1563,2h9p,3.72,True,general
1564,2r23,3.72,True,refined
1565,2yde,3.72,True,general
1566,3f5l,3.72,True,refined
1567,3ms2,3.72,True,general
1568,3q6z,3.72,True,refined
1569,4jog,3.72,True,general
1570,4tk1,3.72,True,general
1571,4tk2,3.72,True,general
1572,4tln,3.72,True,refined
1573,4ufm,3.72,True,refined
1574,5enh,3.72,True,general
1575,5qas,3.72,True,general
1576,1b2m,3.73,True,general
1578,2vta,3.73,True,general
1579,3ati,3.73,True,general
1580,3fjg,3.73,True,refined
1581,3h91,3.73,True,general
1582,3rxd,3.73,True,general
1583,4fz3,3.73,True,refined
1584,4y5s,3.73,True,general
1585,6g46,3.73,True,general
1586,1f5k,3.74,True,refined
1587,1ihy,3.74,True,general
1588,1oh4,3.74,True,general
1589,2dwx,3.74,True,general
1590,2wq5,3.74,True,refined
1591,2xp4,3.74,True,general
1592,3kpv,3.74,True,general
1593,3mrv,3.74,True,general
1594,3v30,3.74,True,general
1595,4bv2,3.74,True,general
1596,4pre,3.74,True,general
1597,4yk0,3.74,True,refined
1598,4yux,3.74,True,general
1599,5a7c,3.74,True,general
1600,5khj,3.74,True,general
1601,6cef,3.74,True,general
1602,6gjr,3.74,True,refined
1603,6gxu,3.74,True,general
1604,2iyf,3.75,True,general
1605,2pyi,3.75,True,general
1606,3d6p,3.75,True,refined
1607,3gep,3.75,True,general
1608,4kov,3.75,True,general
1609,5l4h,3.75,True,general
1610,5ldo,3.75,True,general
1611,2x09,3.76,True,refined
1612,3d6q,3.76,True,core
1613,4c6x,3.76,True,general
1614,4tu4,3.76,True,refined
1615,4w52,3.76,True,refined
1616,5jid,3.76,True,general
1617,5qa6,3.76,True,general
1618,5x9h,3.76,True,general
1619,6bhh,3.76,True,general
1620,1kui,3.77,True,refined
1621,1mpl,3.77,True,general
1622,2uuo,3.77,True,general
1623,2v2h,3.77,True,refined
1624,2xaj,3.77,True,general
1625,2y9g,3.77,True,general
1626,3ao2,3.77,True,refined
1627,3fum,3.77,True,general
1628,3hav,3.77,True,general
1629,3kqm,3.77,True,general
1630,3nuu,3.77,True,general
1631,3s0j,3.77,True,general
1632,3vi2,3.77,True,general
1633,3wkd,3.77,True,general
1634,4j86,3.77,True,general
1635,4k8o,3.77,True,general
1636,4q46,3.77,True,refined
1637,4w5a,3.77,True,general
1638,5ewh,3.77,True,general
1639,5h7h,3.77,True,general
1640,5orr,3.77,True,general
1641,5qa4,3.77,True,general
1642,5qa8,3.77,True,refined
1643,5qad,3.77,True,general
1644,5qar,3.77,True,general
1645,5v8o,3.77,True,general
1646,6fuh,3.77,True,refined
1647,3nq3,3.78,True,refined
1648,3qi3,3.78,True,general
1649,4dhm,3.78,True,general
1650,4klv,3.78,True,general
1651,4tnw,3.78,True,general
1652,5aqf,3.78,True,general
1653,6g0v,3.78,True,general
1654,1wbv,3.79,True,general
1655,2clk,3.79,True,refined
1656,2xtk,3.79,True,general
1657,4xqb,3.79,True,general
1658,5etf,3.79,True,general
1659,5mos,3.79,True,general
1660,6g2a,3.79,True,general
1661,1kug,3.8,True,refined
1662,1li6,3.8,True,refined
1663,1nje,3.8,True,refined
1664,1ybo,3.8,True,general
1665,2ggd,3.8,True,general
1666,2hb1,3.8,True,core
1667,3as3,3.8,True,general
1668,3nfk,3.8,True,general
1669,3q2m,3.8,True,general
1670,3t09,3.8,True,refined
